statement,label,country,cities,stated_k,actual_k
"Exactly 2 of the following cities are in Mexico: Santiago de Queretaro, Zapopan.",1,Mexico,"('Santiago de Queretaro', 'Zapopan')",2,2
"Exactly 1 of the following cities are in Mozambique: Beira, Abu Dhabi.",1,Mozambique,"('Abu Dhabi', 'Beira')",1,1
"Exactly 1 of the following cities are in Greece: Minsk, Minhang.",0,Greece,"('Minhang', 'Minsk')",1,0
"Exactly 1 of the following cities are in Pakistan: Puxi, Vinh.",0,Pakistan,"('Puxi', 'Vinh')",1,0
"Exactly 0 of the following cities are in Bangladesh: Mirpur Model Thana, Florianopolis.",0,Bangladesh,"('Florianopolis', 'Mirpur Model Thana')",0,1
"Exactly 0 of the following cities are in Armenia: Weinan, Thiruvananthapuram.",1,Armenia,"('Thiruvananthapuram', 'Weinan')",0,0
"Exactly 0 of the following cities are in Kiribati: Hoji ya Henda, Uberlandia.",1,Kiribati,"('Hoji ya Henda', 'Uberlandia')",0,0
"Exactly 2 of the following cities are in Saudi Arabia: Hwaseong-si, Dombivali.",0,Saudi Arabia,"('Dombivali', 'Hwaseong-si')",2,0
"Exactly 2 of the following cities are in the Dominican Republic: Santo Domingo Oeste, Santo Domingo Este.",1,the Dominican Republic,"('Santo Domingo Este', 'Santo Domingo Oeste')",2,2
"Exactly 0 of the following cities are in Eritrea: Huzhou, Asmara.",0,Eritrea,"('Asmara', 'Huzhou')",0,1
"Exactly 1 of the following cities are in Slovenia: Loni, Volgograd.",0,Slovenia,"('Loni', 'Volgograd')",1,0
"Exactly 1 of the following cities are in Ethiopia: Addis Ababa, Shizuoka.",1,Ethiopia,"('Addis Ababa', 'Shizuoka')",1,1
"Exactly 0 of the following cities are in Chad: N'Djamena, Lubumbashi.",0,Chad,"('Lubumbashi', ""N'Djamena"")",0,1
"Exactly 1 of the following cities are in Chad: Camayenne, N'Djamena.",1,Chad,"('Camayenne', ""N'Djamena"")",1,1
"Exactly 2 of the following cities are in South Korea: Seoul, Cheonan.",1,South Korea,"('Cheonan', 'Seoul')",2,2
"Exactly 2 of the following cities are in Myanmar: Hlaingthaya, Shizuoka.",0,Myanmar,"('Hlaingthaya', 'Shizuoka')",2,1
"Exactly 1 of the following cities are in Ghana: Accra, Fort Worth.",1,Ghana,"('Accra', 'Fort Worth')",1,1
"Exactly 1 of the following cities are in Mongolia: Harare, Ulan Bator.",1,Mongolia,"('Harare', 'Ulan Bator')",1,1
"Exactly 2 of the following cities are in Nigeria: Katsina, Enugu.",1,Nigeria,"('Enugu', 'Katsina')",2,2
"Exactly 0 of the following cities are in Ghana: Accra, Kumasi.",0,Ghana,"('Accra', 'Kumasi')",0,2
"Exactly 0 of the following cities are in Malta: Bahawalpur, Teni.",1,Malta,"('Bahawalpur', 'Teni')",0,0
"Exactly 0 of the following cities are in Timor-Leste: Winnipeg, Andijon.",1,Timor-Leste,"('Andijon', 'Winnipeg')",0,0
"Exactly 0 of the following cities are in Bhutan: Astana, Addis Ababa.",1,Bhutan,"('Addis Ababa', 'Astana')",0,0
"Exactly 1 of the following cities are in Burundi: Bujumbura, Mazar-e Sharif.",1,Burundi,"('Bujumbura', 'Mazar-e Sharif')",1,1
"Exactly 0 of the following cities are in Bulgaria: Dandong, Porto Alegre.",1,Bulgaria,"('Dandong', 'Porto Alegre')",0,0
"Exactly 2 of the following cities are in Venezuela: Barquisimeto, Ciudad Guayana.",1,Venezuela,"('Barquisimeto', 'Ciudad Guayana')",2,2
"Exactly 0 of the following cities are in Benin: Dandong, Jakarta.",1,Benin,"('Dandong', 'Jakarta')",0,0
"Exactly 2 of the following cities are in Myanmar: Novokuznetsk, Hlaingthaya.",0,Myanmar,"('Hlaingthaya', 'Novokuznetsk')",2,1
"Exactly 2 of the following cities are in Egypt: Assiut, Port Said.",1,Egypt,"('Assiut', 'Port Said')",2,2
"Exactly 0 of the following cities are in Romania: Bucharest, Santo Domingo Este.",0,Romania,"('Bucharest', 'Santo Domingo Este')",0,1
"Exactly 0 of the following cities are in Andorra: Bloemfontein, Curitiba.",1,Andorra,"('Bloemfontein', 'Curitiba')",0,0
"Exactly 1 of the following cities are in Indonesia: Incheon, Barquisimeto.",0,Indonesia,"('Barquisimeto', 'Incheon')",1,0
"Exactly 1 of the following cities are in Romania: Bekasi, Bucharest.",1,Romania,"('Bekasi', 'Bucharest')",1,1
"Exactly 0 of the following cities are in Egypt: Madinat an Nasr, Assiut.",0,Egypt,"('Assiut', 'Madinat an Nasr')",0,2
"Exactly 0 of the following cities are in Italy: Kryvyy Rih, Xiangtan.",1,Italy,"('Kryvyy Rih', 'Xiangtan')",0,0
"Exactly 1 of the following cities are in Burkina Faso: Ouagadougou, Cangzhou.",1,Burkina Faso,"('Cangzhou', 'Ouagadougou')",1,1
"Exactly 0 of the following cities are in Poland: Mombasa, Cangzhou.",1,Poland,"('Cangzhou', 'Mombasa')",0,0
"Exactly 1 of the following cities are in Argentina: Qingdao, Khartoum.",0,Argentina,"('Khartoum', 'Qingdao')",1,0
"Exactly 1 of the following cities are in South Korea: Daegu, Laiwu.",1,South Korea,"('Daegu', 'Laiwu')",1,1
"Exactly 2 of the following cities are in China: Zhangjiakou, Kaifeng.",1,China,"('Kaifeng', 'Zhangjiakou')",2,2
"Exactly 1 of the following cities are in the Netherlands: Qingpu, Okara.",0,the Netherlands,"('Okara', 'Qingpu')",1,0
"Exactly 0 of the following cities are in Ecuador: Guayaquil, Kananga.",0,Ecuador,"('Guayaquil', 'Kananga')",0,1
"Exactly 1 of the following cities are in Spain: Antananarivo, Santiago de los Caballeros.",0,Spain,"('Antananarivo', 'Santiago de los Caballeros')",1,0
"Exactly 0 of the following cities are in Bosnia and Herzegovina: Zamboanga, Karol Bagh.",1,Bosnia and Herzegovina,"('Karol Bagh', 'Zamboanga')",0,0
"Exactly 1 of the following cities are in Mozambique: Meizhou, Al Ahmadi.",0,Mozambique,"('Al Ahmadi', 'Meizhou')",1,0
"Exactly 1 of the following cities are in the Philippines: Cebu City, Ndola.",1,the Philippines,"('Cebu City', 'Ndola')",1,1
"Exactly 2 of the following cities are in the Philippines: Fuxin, Quezon City.",0,the Philippines,"('Fuxin', 'Quezon City')",2,1
"Exactly 0 of the following cities are in Iceland: Suginami, Borama.",1,Iceland,"('Borama', 'Suginami')",0,0
"Exactly 1 of the following cities are in Zambia: Hangzhou, Kitwe.",1,Zambia,"('Hangzhou', 'Kitwe')",1,1
"Exactly 2 of the following cities are in New Zealand: Las Pinas, Ulyanovsk.",0,New Zealand,"('Las Pinas', 'Ulyanovsk')",2,0
"Exactly 1 of the following cities are in Cape Verde: Pune, Nouakchott.",0,Cape Verde,"('Nouakchott', 'Pune')",1,0
"Exactly 0 of the following cities are in Iran: Zahedan, Kermanshah.",0,Iran,"('Kermanshah', 'Zahedan')",0,2
"Exactly 0 of the following cities are in Argentina: Najran, Bukit Rahman Putra.",1,Argentina,"('Bukit Rahman Putra', 'Najran')",0,0
"Exactly 0 of the following cities are in Haiti: Sao Jose dos Campos, Kyiv.",1,Haiti,"('Kyiv', 'Sao Jose dos Campos')",0,0
"Exactly 1 of the following cities are in Chad: N'Djamena, Naucalpan de Juarez.",1,Chad,"(""N'Djamena"", 'Naucalpan de Juarez')",1,1
"Exactly 2 of the following cities are in Mozambique: Matola, Guangyuan.",0,Mozambique,"('Guangyuan', 'Matola')",2,1
"Exactly 1 of the following cities are in Iran: Zahedan, Tehran.",0,Iran,"('Tehran', 'Zahedan')",1,2
"Exactly 2 of the following cities are in Nigeria: Kaduna, Abeokuta.",1,Nigeria,"('Abeokuta', 'Kaduna')",2,2
"Exactly 1 of the following cities are in Jamaica: New Kingston, Haiphong.",1,Jamaica,"('Haiphong', 'New Kingston')",1,1
"Exactly 1 of the following cities are in Kuwait: Latakia, Al Ahmadi.",1,Kuwait,"('Al Ahmadi', 'Latakia')",1,1
"Exactly 2 of the following cities are in Vietnam: Thu GJuc, Ho Chi Minh City.",1,Vietnam,"('Ho Chi Minh City', 'Thu GJuc')",2,2
"Exactly 1 of the following cities are in Pakistan: Nanchong, Quetta.",1,Pakistan,"('Nanchong', 'Quetta')",1,1
"Exactly 2 of the following cities are in Palau: Malacca, Puning.",0,Palau,"('Malacca', 'Puning')",2,0
"Exactly 2 of the following cities are in Chad: N'Djamena, Qom.",0,Chad,"(""N'Djamena"", 'Qom')",2,1
"Exactly 1 of the following cities are in Nicaragua: Managua, Londrina.",1,Nicaragua,"('Londrina', 'Managua')",1,1
"Exactly 2 of the following cities are in Nigeria: Owerri, Ile-Ife.",1,Nigeria,"('Ile-Ife', 'Owerri')",2,2
"Exactly 0 of the following cities are in Malawi: Lilongwe, Ahvaz.",0,Malawi,"('Ahvaz', 'Lilongwe')",0,1
"Exactly 2 of the following cities are in Sudan: Khartoum North, Brasilia.",0,Sudan,"('Brasilia', 'Khartoum North')",2,1
"Exactly 0 of the following cities are in Honduras: San Pedro Sula, Tegucigalpa.",0,Honduras,"('San Pedro Sula', 'Tegucigalpa')",0,2
"Exactly 1 of the following cities are in Italy: Maianga, Sargodha.",0,Italy,"('Maianga', 'Sargodha')",1,0
"Exactly 0 of the following cities are in the United States: Meerut, Saint Petersburg.",1,the United States,"('Meerut', 'Saint Petersburg')",0,0
"Exactly 0 of the following cities are in Ireland: Gold Coast, Dakar.",1,Ireland,"('Dakar', 'Gold Coast')",0,0
"Exactly 1 of the following cities are in China: Prayagraj, Vladivostok.",0,China,"('Prayagraj', 'Vladivostok')",1,0
"Exactly 2 of the following cities are in the Democratic Republic of the Congo: Lubumbashi, Tshikapa.",1,the Democratic Republic of the Congo,"('Lubumbashi', 'Tshikapa')",2,2
"Exactly 1 of the following cities are in Ghana: Hezhou, Kumasi.",1,Ghana,"('Hezhou', 'Kumasi')",1,1
"Exactly 1 of the following cities are in Jamaica: New Kingston, Weinan.",1,Jamaica,"('New Kingston', 'Weinan')",1,1
"Exactly 1 of the following cities are in Chile: Puente Alto, Sialkot.",1,Chile,"('Puente Alto', 'Sialkot')",1,1
"Exactly 0 of the following cities are in Mozambique: Nampula, Maputo.",0,Mozambique,"('Maputo', 'Nampula')",0,2
"Exactly 0 of the following cities are in the United Arab Emirates: Al Ain City, Sharjah.",0,the United Arab Emirates,"('Al Ain City', 'Sharjah')",0,2
"Exactly 1 of the following cities are in Kuwait: Sapporo, Al Ahmadi.",1,Kuwait,"('Al Ahmadi', 'Sapporo')",1,1
"Exactly 2 of the following cities are in South Africa: Cuiaba, Gqeberha.",0,South Africa,"('Cuiaba', 'Gqeberha')",2,1
"Exactly 1 of the following cities are in Myanmar: Dortmund, Yangon.",1,Myanmar,"('Dortmund', 'Yangon')",1,1
"Exactly 1 of the following cities are in Haiti: Hubballi, Carrefour.",1,Haiti,"('Carrefour', 'Hubballi')",1,1
"Exactly 0 of the following cities are in Morocco: Oujda, Tangier.",0,Morocco,"('Oujda', 'Tangier')",0,2
"Exactly 2 of the following cities are in Tanzania: Dodoma, Dar es Salaam.",1,Tanzania,"('Dar es Salaam', 'Dodoma')",2,2
"Exactly 2 of the following cities are in Japan: Nagoya, Tokyo.",1,Japan,"('Nagoya', 'Tokyo')",2,2
"Exactly 1 of the following cities are in North Korea: Santo Domingo Oeste, Amritsar.",0,North Korea,"('Amritsar', 'Santo Domingo Oeste')",1,0
"Exactly 2 of the following cities are in Syria: Homs, Aleppo.",1,Syria,"('Aleppo', 'Homs')",2,2
"Exactly 0 of the following cities are in Mexico: Zapopan, Wuzhou.",0,Mexico,"('Wuzhou', 'Zapopan')",0,1
"Exactly 0 of the following cities are in Tonga: Teni, Islamabad.",1,Tonga,"('Islamabad', 'Teni')",0,0
"Exactly 0 of the following cities are in Oman: Kota Kuala Muda, Perm.",1,Oman,"('Kota Kuala Muda', 'Perm')",0,0
"Exactly 2 of the following cities are in the Central African Republic: Navi Mumbai, Wuzhong.",0,the Central African Republic,"('Navi Mumbai', 'Wuzhong')",2,0
"Exactly 0 of the following cities are in Kenya: Nairobi, Nakuru.",0,Kenya,"('Nairobi', 'Nakuru')",0,2
"Exactly 1 of the following cities are in Panama: Jamshedpur, Najran.",0,Panama,"('Jamshedpur', 'Najran')",1,0
"Exactly 0 of the following cities are in Finland: Shangyu, Helsinki.",0,Finland,"('Helsinki', 'Shangyu')",0,1
"Exactly 1 of the following cities are in Japan: Aihara, Antananarivo.",1,Japan,"('Aihara', 'Antananarivo')",1,1
"Exactly 1 of the following cities are in Brazil: Indore, Xiamen.",0,Brazil,"('Indore', 'Xiamen')",1,0
"Exactly 0 of the following cities are in Slovakia: Bandar Lampung, Omsk.",1,Slovakia,"('Bandar Lampung', 'Omsk')",0,0
"Exactly 1 of the following cities are in Romania: Bucharest, Rasapudipalem.",1,Romania,"('Bucharest', 'Rasapudipalem')",1,1
"Exactly 1 of the following cities are in Gabon: Libreville, Bilimora.",1,Gabon,"('Bilimora', 'Libreville')",1,1
